App Name,Description,Price,Google Play URL,App developer,Google Play developer URL,Relevance,Rating,Number of ratings,Category,Country,Last updated,Installs
Payz UG,,,https://play.google.com/store/apps/details?id=com.payzug.payzug,Pro Media Systems (U) Ltd,https://play.google.com/store/apps/developer?id=Pro+Media+Systems+(U)+Ltd,,,,,,,
Trailforks,,,https://play.google.com/store/apps/details?id=com.pinkbike.trailforks,Pinkbike.com,https://play.google.com/store/apps/developer?id=Pinkbike.com,,,,,,,
Pizarea,,,https://play.google.com/store/apps/details?id=com.pizarea.pizareamobile,Source Code Network,https://play.google.com/store/apps/developer?id=Source+Code+Network,,,,,,,
PriceCheck MTN,,,https://play.google.com/store/apps/details?id=com.pricecheck.mtn,PriceCheck,https://play.google.com/store/apps/developer?id=PriceCheck,,,,,,,
Promolante - GH Telco App,,,https://play.google.com/store/apps/details?id=com.promolante.app,Promolante,https://play.google.com/store/apps/developer?id=Promolante,,,,,,,
Psiphon Pro - The Internet Freedom VPN,,,https://play.google.com/store/apps/details?id=com.psiphon3.subscription,Psiphon Inc.,https://play.google.com/store/apps/developer?id=Psiphon+Inc.,,,,,,,
Quick Airtime,,,https://play.google.com/store/apps/details?id=com.quickairtime,Coremobile Group,https://play.google.com/store/apps/developer?id=Coremobile+Group,,,,,,,
Crystal Mtn,,Free,https://play.google.com/store/apps/details?id=com.resortstapped.CRYSTAL,Resorts Tapped LLC,https://play.google.com/store/apps/developer?id=Resorts+Tapped+LLC,3rd party,4.2,95,Sports,USA,20-Jul-17,"10,000 - 50,000"
MTN Football,,Free,https://play.google.com/store/apps/details?id=com.rhomobile.mtnfootball,MTN,https://play.google.com/store/apps/developer?id=MTN,Possible MTN app,3.7,73,Sports,Global,15-Mar-13,"50,000 - 100,000"
MTN Secure Chat,,Free,https://play.google.com/store/apps/details?id=com.seecrypt.mtn,Seecrypt,https://play.google.com/store/apps/developer?id=Seecrypt,Possible MTN app,4.1,7,Communication,Global,03-Aug-17,"500 - 1,000"
SimbaPay,,Free,https://play.google.com/store/apps/details?id=com.simbapay.simbapayandroid,SimbaPay,https://play.google.com/store/apps/developer?id=SimbaPay,3rd party,4.2,186,Finance,Global,21-Aug-17,"10,000 - 50,000"
SIM Card Information and IMEI,,Free,https://play.google.com/store/apps/details?id=com.simcard.info.imei,"Trusted App Developers, Inc.","https://play.google.com/store/apps/developer?id=Trusted+App+Developers,+Inc.",3rd party,4.2,3700,Tools,Global,11-May-15,"100,000 - 500,000"
OnTheSnow Ski & Snow Report,,Free,https://play.google.com/store/apps/details?id=com.skireport,Mountain News Corporation,https://play.google.com/store/apps/developer?id=Mountain+News+Corporation,3rd party,4.3,30092,Weather,USA,09-Feb-17,"1,000,000 - 5,000,000"
SocialPay Uganda,,Free,https://play.google.com/store/apps/details?id=com.socialpay.ug,Payline Holdings,https://play.google.com/store/apps/developer?id=Payline+Holdings,3rd party,4.5,27,Shopping,Uganda,01-Jun-17,100 - 500
MTN E-Ticket,,Free,https://play.google.com/store/apps/details?id=com.softit.e_ticket,Madrojudi,https://play.google.com/store/apps/developer?id=Madrojudi,3rd party,,,Communication,Benin,21-Feb-17,01-May
Airtime Loader - Rwanda,,Free,https://play.google.com/store/apps/details?id=com.startek.airtimeloader_rwanda,Startek,https://play.google.com/store/apps/developer?id=Startek,3rd party,5,1,Tools,Rwanda,05-Jun-17,50 - 100
Sula Merchant,,Free,https://play.google.com/store/apps/details?id=com.sulapay.app.merchant,Yoza Tech,https://play.google.com/store/apps/developer?id=Yoza+Tech,3rd party,,,Finance,Global,20-Jul-17,50 - 100
SuperTopup Easy Mobile Recharge,,Free,https://play.google.com/store/apps/details?id=com.supertopup,SuperTopup,https://play.google.com/store/apps/developer?id=SuperTopup,3rd party,4.3,11,Shopping,Nigeria,28-Jul-17,"1,000 - 5,000"
Talkray - Free Calls & Texts,,Free,https://play.google.com/store/apps/details?id=com.talkray.client,TiKL Inc,https://play.google.com/store/apps/developer?id=TiKL+Inc,3rd party,4.2,243678,Communication,Global,20-Aug-17,"10,000,000 - 50,000,000"
Top TopUp: Send Free Recharge,,Free,https://play.google.com/store/apps/details?id=com.textmeinc.topup,TextMe Inc.,https://play.google.com/store/apps/dev?id=7744106960263623416,3rd party,4.1,4363,Finance,Global,24-Jun-15,"100,000 - 500,000"
TFB Mobile Money,,Free,https://play.google.com/store/apps/details?id=com.tfb.wallet,Top Finance Bank Wallet,https://play.google.com/store/apps/developer?id=Top+Finance+Bank+Wallet,3rd party,4.9,8,Business,Uganda,19-Jun-17,100 - 500
Ozipress,,Free,https://play.google.com/store/apps/details?id=com.tolitoli.android.googleplay,DART Engineering,https://play.google.com/store/apps/developer?id=DART+Engineering,3rd party,4.4,21,News & Magazines,Cameroon,01-Aug-16,"500 - 1,000"
MTN FIT,,Free,https://play.google.com/store/apps/details?id=com.trainerize.mtnfit,TRAINERIZE,https://play.google.com/store/apps/developer?id=TRAINERIZE,3rd party,,,Health & Fitness,Global,08-Aug-17,Oct-50
MOUNTAIN,,Free,https://play.google.com/store/apps/details?id=com.trash.mountain,David OReilly,https://play.google.com/store/apps/developer?id=David+OReilly,3rd party,3.4,2642,Role Playing,Global,18-Aug-14,"10,000 - 50,000"
MyExpressTicket,,Free,https://play.google.com/store/apps/details?id=com.travel.globexcam.myexpressticket,GLOBEXCAM COMPANY LIMITED,https://play.google.com/store/apps/developer?id=GLOBEXCAM+COMPANY+LIMITED,3rd party,4.3,41,Travel & Local,Cameroon,31-Jul-17,"1,000 - 5,000"
Tele Alpha,,Free,https://play.google.com/store/apps/details?id=com.txcode.tele_alpha,Evolutionary Concept,https://play.google.com/store/apps/developer?id=Evolutionary+Concept,3rd party,,,Business,Uganda,25-Jun-17,Oct-50
MTN Yemen,,Free,https://play.google.com/store/apps/details?id=com.uba.mobile.mtn.yemen,MTN Yemen,https://play.google.com/store/apps/developer?id=MTN+Yemen,Possible MTN app,4,615,Communication,Yemen,12-May-14,"10,000 - 50,000"
UBA Mobile Banking,,Free,https://play.google.com/store/apps/details?id=com.uba.vericash,United Bank for Africa Plc,https://play.google.com/store/apps/developer?id=United+Bank+for+Africa+Plc,3rd party,3.9,4670,Finance,Uganda,03-Aug-17,"500,000 - 1,000,000"
Ug Pay,,Free,https://play.google.com/store/apps/details?id=com.ugmart.moneytransfer,Ugmart (U) Ltd,https://play.google.com/store/apps/developer?id=Ugmart+(U)+Ltd,3rd party,4.5,2,Lifestyle,Uganda,26-Jun-17,50 - 100
Ug Power,,Free,https://play.google.com/store/apps/details?id=com.ugmart.power,Ugmart (U) Ltd,https://play.google.com/store/apps/developer?id=Ugmart+(U)+Ltd,3rd party,4.8,24,Lifestyle,Uganda,10-May-17,100 - 500
Vodafone Top Up,,Free,https://play.google.com/store/apps/details?id=com.ugmart.vodafone,Ugmart (U) Ltd,https://play.google.com/store/apps/developer?id=Ugmart+(U)+Ltd,3rd party,4.2,32,Lifestyle,Uganda,21-Aug-17,"10,000 - 50,000"
TumaPesa - The MPESA Companion,,Free,https://play.google.com/store/apps/details?id=com.ujuzicode.tumapesa,Ujuzi Code Ltd,https://play.google.com/store/apps/dev?id=7143504769210118602,3rd party,4.3,966,Finance,Kenya,09-Feb-16,"100,000 - 500,000"
Millionaire Nigeria,,Free,https://play.google.com/store/apps/details?id=com.ultima.wwtbam,Who Wants To Be A Millionaire?,https://play.google.com/store/apps/developer?id=Who+Wants+To+Be+A+Millionaire?,3rd party,4,2251,Educational,Nigeria,20-Oct-16,"100,000 - 500,000"
GTBank,,Free,https://play.google.com/store/apps/details?id=com.vanso.gtbankapp,Guaranty Trust Bank,https://play.google.com/store/apps/developer?id=Guaranty+Trust+Bank,3rd party,4.1,13583,Finance,Global,12-Jul-17,"1,000,000 - 5,000,000"
MTNGH MOMO PAY SUBSCRIBER,,Free,https://play.google.com/store/apps/details?id=com.verifonemobilemoney.mtn.hce,MTN GHANA,https://play.google.com/store/apps/developer?id=MTN+GHANA,Possible MTN app,2.5,2,Business,Ghana,08-Jun-17,100 - 500
YemenCall Yemen Phone Director,,Free,https://play.google.com/store/apps/details?id=com.wardsoft.yemen_call,AlwardSoft,https://play.google.com/store/apps/developer?id=AlwardSoft,3rd party,4.2,4892,Lifestyle,Yemen,17-Aug-16,"100,000 - 500,000"
WayaWaya,,Free,https://play.google.com/store/apps/details?id=com.wayawaya.wayaa,WayaWaya Limited,https://play.google.com/store/apps/developer?id=WayaWaya+Limited,3rd party,4.4,14,Finance,Global,19-Aug-17,"500 - 1,000"
Send Money Transfers Quickly - Western Union US,,Free,https://play.google.com/store/apps/details?id=com.westernunion.android.mtapp,Western Union Android Apps,https://play.google.com/store/apps/developer?id=Western+Union+Android+Apps,3rd party,4.4,58622,Finance,Global,17-Aug-17,"1,000,000 - 5,000,000"
WorldRemit Money Transfer,,Free,https://play.google.com/store/apps/details?id=com.worldremit.android,WorldRemit,https://play.google.com/store/apps/developer?id=WorldRemit,3rd party,4.5,17998,Finance,Global,10-Aug-17,"500,000 - 1,000,000"
digiPOS,,Free,https://play.google.com/store/apps/details?id=com.worldvoice.digipos,WORLD VOICE SPRL,https://play.google.com/store/apps/developer?id=WORLD+VOICE+SPRL,3rd party,4.3,6,Productivity,Cameroon,01-Dec-16,"500 - 1,000"
digiPOS Refill,,Free,https://play.google.com/store/apps/details?id=com.worldvoice.digipos.refill,WORLD VOICE SPRL,https://play.google.com/store/apps/developer?id=WORLD+VOICE+SPRL,3rd party,4.8,6,Productivity,Cameroon,15-Nov-16,100 - 500
4G Data Browser - Fast Browser,,Free,https://play.google.com/store/apps/details?id=com.ww4GDataBrowser,NetProfit Solutions,https://play.google.com/store/apps/developer?id=NetProfit+Solutions,3rd party,4.3,449,Productivity,Nigeria,04-May-15,"50,000 - 100,000"
Yatteer World Market App,,Free,https://play.google.com/store/apps/details?id=com.wYatteer_4628847,Yatteer World Market,https://play.google.com/store/apps/developer?id=Yatteer+World+Market,3rd party,4.8,4,Shopping,Ghana,10-Mar-17,50 - 100
MTN Business,,Free,https://play.google.com/store/apps/details?id=com.xandgo.mtnbusiness,UX Foundry,https://play.google.com/store/apps/developer?id=UX+Foundry,Possible MTN app,3,3,Communication,Global,08-Sep-15,100 - 500
Yookos Classifieds,,Free,https://play.google.com/store/apps/details?id=com.yookos.classifieds,Yookos SMS Signature Pty Ltd,https://play.google.com/store/apps/developer?id=Yookos+SMS+Signature+Pty+Ltd,3rd party,4.9,33,Business,South Africa,07-Aug-17,"1,000 - 5,000"
"Zoto - Recharge, Data & Bill Payments",,Free,https://play.google.com/store/apps/details?id=com.zotopay.zoto,Zoto,https://play.google.com/store/apps/developer?id=Zoto,3rd party,4.6,20235,Shopping,Nigeria,21-Aug-17,"500,000 - 1,000,000"
MTN Blog,,Free,https://play.google.com/store/apps/details?id=eu.nlogn.mtn,MTN Cyprus,https://play.google.com/store/apps/developer?id=MTN+Cyprus,Possible MTN app,4.4,83,News & Magazines,Cyprus,22-Aug-17,"1,000 - 5,000"
MTN Pulse,,Free,https://play.google.com/store/apps/details?id=io.acsint.pulse.mtnPulseApp,Adaptive Computer Solutions Ltd,https://play.google.com/store/apps/dev?id=6415673574598209784,Possible MTN app,4.2,248,Social,Ghana,22-Aug-17,"10,000 - 50,000"
,,Free,https://play.google.com/store/apps/details?id=ir.aydin.irancelliha,Aydin KhoshZaher,https://play.google.com/store/apps/dev?id=7600074752643031308,3rd party,4.4,2434,Tools,Iran,24-Dec-16,"50,000 - 100,000"
,,Free,https://play.google.com/store/apps/details?id=ir.imaato.app,Rayacoder,https://play.google.com/store/apps/developer?id=Rayacoder,3rd party,4.5,22,Productivity,Iran,12-Aug-17,"1,000 - 5,000"
MyMCI,,Free,https://play.google.com/store/apps/details?id=ir.mci.ecareapp,hamisystemsharif,https://play.google.com/store/apps/developer?id=hamisystemsharif,3rd party,3.6,1752,Lifestyle,Iran,18-Mar-17,"100,000 - 500,000"
,,Free,https://play.google.com/store/apps/details?id=ir.rayacoder.apps.baste_3g_irancell,Rayacoder,https://play.google.com/store/apps/developer?id=Rayacoder,3rd party,4.1,71,Tools,Iran,25-Nov-15,"10,000 - 50,000"
,,Free,https://play.google.com/store/apps/details?id=ir.rayacoder.apps.dastyare_irancelliha,Rayacoder,https://play.google.com/store/apps/developer?id=Rayacoder,3rd party,4.5,84,Tools,Iran,14-May-16,"10,000 - 50,000"
All Emails,,Free,https://play.google.com/store/apps/details?id=maill.allmailss.com,Fser Nec,https://play.google.com/store/apps/developer?id=Fser+Nec,3rd party,4.4,611,Productivity,Global,29-Jul-17,"50,000 - 100,000"
Abacus Uganda,,Free,https://play.google.com/store/apps/details?id=mmt.com.mobilemoneytracker,Pristine Apps,https://play.google.com/store/apps/developer?id=Pristine+Apps,3rd party,5,58,Finance,Uganda,24-Feb-17,100 - 500
MTN Business IoT Awards 2017,,Free,https://play.google.com/store/apps/details?id=mobile.appgPUH99Xxiy,EventAmbit,https://play.google.com/store/apps/developer?id=EventAmbit,Possible MTN app,,,Business,South Africa,26-May-17,50 - 100
,,Free,https://play.google.com/store/apps/details?id=moshtarakin.com.kif_bank_digital,moshtarakin,https://play.google.com/store/apps/developer?id=moshtarakin,3rd party,4.7,27,Tools,Iran,25-Apr-17,"5,000 - 10,000"
Factures CIE SODECI,,Free,https://play.google.com/store/apps/details?id=mtn.ci.cie,MTN Cote d'Ivoire,https://play.google.com/store/apps/developer?id=MTN+Cote+d%27Ivoire,Possible MTN app,4.2,20,Finance,Cote d'Ivoire,29-Oct-14,"1,000 - 5,000"
MTN Contacts Update,,Free,https://play.google.com/store/apps/details?id=mtn.contactsupdate,MTN Cameroon,https://play.google.com/store/apps/developer?id=MTN+Cameroon,Possible MTN app,4.3,182,Tools,Cameroon,22-Nov-14,"10,000 - 50,000"
MTN KWABO,,Free,https://play.google.com/store/apps/details?id=mtn.pocket,MTN KWABO,https://play.google.com/store/apps/developer?id=MTN+KWABO,Possible MTN app,4.2,181,Productivity,Benin,08-Jun-15,"10,000 - 50,000"
b2iSMS,,Free,https://play.google.com/store/apps/details?id=net.bitang.sms.android.windev,Bitang Intelligence Interface (b2i Sarl),https://play.google.com/store/apps/developer?id=Bitang+Intelligence+Interface+(b2i+Sarl),3rd party,,,Communication,Cameroon,12-May-17,Oct-50
MTN TV,,Free,https://play.google.com/store/apps/details?id=net.mtncongo.mtntv,MTN Congo S.A.,https://play.google.com/store/apps/developer?id=MTN+Congo+S.A.,Possible MTN app,5,1,Video Players & Editors,Republic of the Congo,17-Jul-17,100 - 500
Glo Cafe,,Free,https://play.google.com/store/apps/details?id=net.one97.selfcare.globacom,Glo Selfcare,https://play.google.com/store/apps/developer?id=Glo+Selfcare,3rd party,4.5,927,Productivity,Nigeria,07-Apr-17,"100,000 - 500,000"
MobileNig,,Free,https://play.google.com/store/apps/details?id=ng.com.mobiledata.mobiledata,YOUFIRST GLOBAL VENTURES,https://play.google.com/store/apps/developer?id=YOUFIRST+GLOBAL+VENTURES,3rd party,4.9,18,Communication,Nigeria,05-Apr-17,"1,000 - 5,000"
Sliide Airtime - Free Recharge,,Free,https://play.google.com/store/apps/details?id=ng.sliide,Plus44 Holdings,https://play.google.com/store/apps/dev?id=5817551852082516484,3rd party,4.2,2232,Lifestyle,Global,23-Feb-17,"50,000 - 100,000"
"KeKu: Cheap International Calls, Virtual Numbers",,Free,https://play.google.com/store/apps/details?id=org.Keku,KeKu,https://play.google.com/store/apps/dev?id=7164639809130083491,3rd party,3.8,2433,Communication,Global,02-Aug-17,"100,000 - 500,000"
Stratford Mobile,,Free,https://play.google.com/store/apps/details?id=org.nativescript.stratford,PayOne Solutions LTD,https://play.google.com/store/apps/developer?id=PayOne+Solutions+LTD,3rd party,5,1,Communication,Nigeria,19-Jul-17,Oct-50
WoGab,,Free,https://play.google.com/store/apps/details?id=pro.wops.wogab,WOPS,https://play.google.com/store/apps/developer?id=WOPS,3rd party,4.1,43,Travel & Local,Cote d'Ivoire,20-Apr-15,"1,000 - 5,000"
Reevulet,,Free,https://play.google.com/store/apps/details?id=project.com.rivulet,Ayiyiror,https://play.google.com/store/apps/developer?id=Ayiyiror,3rd party,4.8,34,Entertainment,Ghana,18-Mar-17,100 - 500
MTN TV,,Free,https://play.google.com/store/apps/details?id=rw.afrikastream.mtnstream,AfrikaStream Ltd.,https://play.google.com/store/apps/developer?id=AfrikaStream+Ltd.,Possible MTN app,4.4,86,Entertainment,Rwanda,12-Jul-17,"10,000 - 50,000"
Smart Loader,,Free,https://play.google.com/store/apps/details?id=talktime.ussd.smartloader,Suwilanji Silwimba,https://play.google.com/store/apps/developer?id=Suwilanji+Silwimba,3rd party,4,8,Communication,Rwanda,04-May-15,"500 - 1,000"
Women Progress (Unreleased),,Free,https://play.google.com/store/apps/details?id=ug.co.postbank.womenprogress,PostBank Uganda Limited,https://play.google.com/store/apps/developer?id=PostBank+Uganda+Limited,3rd party,,,Finance,Uganda,03-May-17,Oct-50
Youth Save,,Free,https://play.google.com/store/apps/details?id=ug.co.postbank.youthsave,PostBank Uganda Limited,https://play.google.com/store/apps/developer?id=PostBank+Uganda+Limited,3rd party,5,1,Finance,Uganda,24-Jun-17,51 - 100
POKETI,,Free,https://play.google.com/store/apps/details?id=uk.infosis.pocketmoney.poketi,IVAN MUGEERE,https://play.google.com/store/apps/developer?id=IVAN+MUGEERE,3rd party,3.2,14,Business,Uganda,24-Mar-17,"500 - 1,000"
DDboutik,,Free,https://play.google.com/store/apps/details?id=www.ddboutik.com.ddboutik,Youbelifeâ„¢ Inc.,https://play.google.com/store/apps/developer?id=Youbelife%E2%84%A2+Inc.,3rd party,5,1,Shopping,Cote d'Ivoire,29-May-17,01-May
MTNza KeyPad,,Free,https://play.google.com/store/apps/details?id=za.co.balefyre.mtn.mtnzakeypad,MTN ZA,https://play.google.com/store/apps/developer?id=MTN+ZA,Possible MTN app,2.9,92,Tools,South Africa,03-Oct-14,"10,000 - 50,000"
MTN DS,,Free,https://play.google.com/store/apps/details?id=za.co.mtnds,.iT,https://play.google.com/store/apps/developer?id=.iT,Possible MTN app,3.7,164,Travel & Local,South Africa,14-Oct-15,"100,000 - 500,000"
MTN FIND,,Free,https://play.google.com/store/apps/details?id=za.co.mtnfind,.iT,https://play.google.com/store/apps/developer?id=.iT,Possible MTN app,4.5,8,Travel & Local,South Africa,22-Nov-16,"500 - 1,000"
MTN WiFiSpot,,Free,https://play.google.com/store/apps/details?id=za.mtn.com,MTN ZA,https://play.google.com/store/apps/developer?id=MTN+ZA,Possible MTN app,4.2,164,Communication,South Africa,22-Sep-14,"10,000 - 50,000"
